time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,altitude
0.0,-0.07146601253853271,-0.8034680205107688,9.719955228818872,0.0007058111899419871,0.0013334966886072185,-0.00037342479710106405,-0.674802257302927
0.01,-0.05498769843302386,-0.9331258164073696,9.790427314728383,0.0011584408687752503,0.0010543449718897003,0.0006648029219848383,-0.015276169814841709
0.02,-0.11725674486641398,-0.8115239044347058,17.532596360960742,0.00029792884913942917,0.0014268974486704286,-0.0011963482475893402,-0.31545471647804013
0.03,-0.048238123898846144,-0.8523237998649423,26.183602879400624,0.000387147415876421,-0.0012715401733812354,-0.0004337364277480251,-0.17311412828148448
0.04,-0.019586348850785504,-0.8513159814726335,34.94850293711962,-0.0005549543383295515,0.0006482021666466998,0.0007990708445782965,0.26472329868627004
0.05,-0.001375590945855933,-0.9187151259824129,43.68557457021656,0.0018674187987236144,2.2468740244845925e-05,-0.00038252869041548117,0.04016439007914883
0.06,0.016418427181654878,-0.8976408410639087,53.99358979032402,-0.000903574187297054,0.0007194549182163552,0.0012249595816781356,0.5946252040820695
0.07,0.04148141463525987,-0.8106984014063929,65.76016669857313,-0.0019033472555004191,0.0004050490681541614,-9.412412931396436e-05,-0.4232167173993817
0.08,-0.004659597670799344,-0.8822881317919393,76.76990613039125,0.00011140412659499048,0.0007380943097196216,0.00045684841793519837,0.09218136104262847
0.09,-0.006155550395061746,-0.8676751917332561,84.91500153288841,0.00012995887714028177,-0.00042125423323924116,0.0009050840446836604,1.0584914994528298
0.1,-0.016898273275975987,-0.8572536648184833,87.67328607285523,-0.0004845556996046265,-0.0009290705094471476,-0.0005085271518425907,-0.014198026670595429
0.11,0.11400472693920544,-0.8135071514927852,86.8434577252393,-0.0006989216090692156,0.0031996207284752205,0.0013663207362956957,0.14121943778607823
0.12,-0.026782891999437043,-0.8572417542796054,85.84612086304581,-0.001018696924386763,-0.0012247519317187682,-0.0017133044308586351,0.22045097486301612
0.13,-0.12685239866147016,-0.817460865030959,84.99996124325442,1.630096273731988e-05,0.00044683221190402973,0.0005047983850731321,1.3663206009342685
0.14,0.02405829345902992,-0.8769981501671646,83.99593427970576,0.000912585324216591,0.0003071442961840332,0.0002920512913057253,0.7143463042517042
0.15,-0.009877463548346324,-0.8444888619303055,82.95473668324293,0.0008152274774343351,-0.0005449478290289159,0.00015072033768923196,0.09214028520848266
0.16,0.0614951042459753,-0.7892021453356263,81.9961558822239,0.001685028848966923,-0.00033585430261875743,-0.0006363935829516728,0.8509564277539752
0.17,0.040901371207950656,-0.9027279950639755,80.98636884057026,-0.0003355978076421915,-0.0001316511241489917,0.0003766784070205272,0.5852289459464848
0.18,0.031702826269643866,-0.829861936111055,79.9694207828743,-7.944347602086773e-05,-0.0009484448872156129,0.00013391529890914323,-0.3384747803596936
0.19,-0.07396000953032994,-0.8927117072170291,79.17340455959113,0.00026315696595142097,-0.00044821418856132996,-0.00042413507000507977,-0.06436991351057186
0.2,0.10810134747765938,-0.8137442443563582,78.34223791663693,-0.0005268217550061746,0.0014103893827839594,-0.0005963789201268872,0.31633752438738194
0.21,0.021510543714215718,-0.8607609218944248,77.80588885291438,0.0005048722501051092,-0.00040859279968007194,-0.0018189244767017809,1.2624932451026885
0.22,-0.0028247417617812093,-0.8462777284150851,77.43737406918449,0.00019247001861490015,0.0014003977990225131,-0.0003750038513490723,0.5230293593358948
0.23,-0.014042109248572247,-0.8264964249452306,76.91416680167512,0.00026880903550627105,0.0018824276199248318,0.0009151295173465355,1.4978787275582524
0.24,0.003933580200150864,-0.8370913504591793,76.6025868367754,0.00014644859473678372,0.00045167179008053936,-0.000753245118291541,0.5660680718818614
0.25,-0.05523038376385399,-0.849170060266137,76.13906476447602,0.0010144149887045158,0.0006978451280060889,-0.0013807226363201622,1.6232623728704236
0.26,-0.05843821539334842,-0.8442509910306434,75.77956549732066,-0.0008605498708674502,0.00026360180089061975,-0.00039417619113380793,1.5989009084546444
0.27,0.10512856775078373,-0.786704935150178,75.31455391850626,-0.0008573364082337277,-0.000449047594305728,-0.0006223368201946964,2.069251290433175
0.28,0.08308303181545144,-0.911946129734068,74.99420377201787,-0.0006232981513501689,-0.0012539932161522594,-6.595371622001197e-05,2.0580141617606413
0.29,-0.001986800691136447,-0.7639671098700486,74.5488142914169,-0.0002633579107204316,0.0017630347404710767,-0.0004113981815780895,2.4731155588850946
0.3,-0.02769448998663397,-0.7674107986289228,74.37746616075991,-0.0012540854012907542,-0.0009984797380608542,0.0017499827306921463,2.814207318430857
0.31,0.006208656400023603,-0.8459485103617101,74.16082893796911,-4.121628479000004e-05,-0.0004306512394248775,-0.0002737129903264028,2.810660764679676
0.32,-0.060142581902299846,-0.8944040626268174,74.12432642540927,0.0008996382995013171,-0.0015935738052540672,0.0008811239587146475,3.1965715368114864
0.33,-0.03373104499796224,-0.9114413484895444,74.11429680126591,-0.0011463610504570223,-0.0015196021591110088,-0.0014724242891816486,3.043189897345215
0.34,0.0007851805354930412,-0.9314322565761997,74.0066843505091,0.00010949941437229006,0.00016603532203671078,-0.00036510509500956137,3.4586915938275484
0.35000000000000003,0.017095075689625046,-0.9246712878832237,74.16376245321699,-0.0008398506839281443,0.0009698989192229821,-0.00033738472354513915,2.5023198163763003
0.36,-0.045198684260667345,-0.8795017932498411,74.1420988848729,0.00011401577459771378,-0.00043141463211665256,4.0178701736400624e-05,3.7436602238587113
0.37,-0.007481996681190331,-0.8651245799901881,74.01886815163769,-0.0009973419443491303,-6.361032852123613e-05,-0.0008243496559426288,3.3893304760206915
0.38,-0.010428902234000531,-0.9082620868013531,74.00171585861379,0.001048660915228534,-0.0009347735226314611,-0.0008454707039269101,3.415218169608837
0.39,0.002766632369917832,-0.9057756343443906,74.0342240361122,-0.0001586830038833149,0.0006800414024056592,0.0001687022622489726,4.789037074727915
0.4,-0.09674185009594612,-0.7520381598993432,74.08721085693074,-0.0012379281483826494,-0.0011674699087027317,0.00030642304877581016,4.726694104305888
0.41000000000000003,0.004025223000669386,-0.8527119194254132,74.34915547214148,0.0015326418975904383,-7.860850419158853e-05,0.0003536433784762204,4.786664409048508
0.42,-0.05748207393592523,-0.8151873694315115,74.49899934335977,-0.0013404754805787969,-0.0005022549861450843,0.0006140786319474564,3.387222176840106
0.43,-0.046695184147826495,-0.7029358640423466,74.74390015564364,0.0009619761782021758,-0.000967409942532449,-0.0008085838524872648,4.582315715753984
0.44,0.00973023231555506,-0.016913896636671144,75.07752362414071,-0.0003359694715948842,-0.0016443201211818626,0.00023529483617094188,5.49112504375161
0.45,0.006552680095878206,-0.022776237868038843,75.25200619142652,0.001780194486334149,0.0009838862546680343,-0.00013262256868018394,6.170546162859511
0.46,-0.010163856882281145,0.08694630405346328,75.54921719712837,-0.0020970962134257472,-0.0008948261450132242,-0.0007685069931268597,5.426368842025243
0.47000000000000003,0.05058476601126615,-0.07340019700449134,75.73444307863937,0.00027835844049392436,-0.0019120100126097347,0.0016823635241718735,5.246336606781127
0.48,-0.00221338701481469,-0.0025149155418274713,76.1045436293638,-0.001193657574021206,-0.002666873215452557,-0.0014637741918292753,6.561632146015062
0.49,0.06270574918196611,0.054944817366025044,76.3201472832708,-0.0009934415707161062,0.00037094836262097986,-0.001544850449042521,7.240792470657002
0.5,0.05978945925920683,0.010649328202692116,76.45622106592373,-0.0026824857315973036,0.0005329255776179033,-7.876114188286264e-05,6.865580146835666
0.51,0.05290376367874394,-0.09375194067293387,76.66065699604006,-1.8057353494321197e-05,-0.0005649484235557795,0.0010784411338295183,6.750334889562238
0.52,-0.10219202828885181,0.049758920187735055,76.67680961548959,-0.0021705693170569426,-0.0016857581175863696,-0.0005758184013560654,7.555147297424829
